	label	sentence
388598	1	 The snowshoe hare (Lepus americanus) also called the varying hare or snowshoe rabbit is a species of hare found in North America. It has the name snowshoe because of the large size of its hind feet and the marks its tail leaves. The animal's feet prevent it from sinking into the snow when it hops and walks. Its feet also have fur on the soles to protect it from freezing temperatures.For camouflage its fur turns white during the winter and rusty brown during the summer.
393750	1	 Tetracis pallulata is a moth of the Geometridae family. It is found from southern California north to British Columbia east to Idaho (Clearwater County) and western Montana (Lewis and Clark Counties) from near sea level to 2200 meters.The length of the forewings 18-24 mm.
373679	1	 Diplocercides is a genus of prehistoric lobe-finned fish belonging to the coelacanth group (Actinistia or Coelacanthimorpha) which lived during the Late Devonian period (between 370 and 397 million years BCE). Fossils of Diplocercides have been found in Germany Iran Ireland Australia and Poland (and possibly in South Africa in 1937).Recently three-dimensional fossils of Diplocercides were uncovered from the Gogo Formation of Western Australia
366599	1	 The smoothnose wedgefish (Rhynchobatus laevis) is a species of fish in the Rhynchobatidae family. It is found in Australia Bangladesh China India Japan Oman Pakistan Sri Lanka and Tanzania. Its natural habitat is shallow seas. It is threatened by habitat loss.
381233	1	 Saurita admota is a moth in the Arctiidae family. It was described by Draudt in 1931. It is found in Brazil.
361316	1	 Crambeidae is a family of marine demosponges.Identification of members of this family of sponges is based on microscopic examination of the spicules in their skeleton. The megascleres consist of peripheral thinner subtylostyles and thicker choanosomal styles while the microscleres are exclusively anchorate chelae.
378795	1	 Hetereucosma is a genus of moths of the family Tortricidae.
389715	1	 Hypotia leonalis is a species of snout moths in the genus Hypotia. It was described by Oberthür in 1887 and is known from Algeria and Tunisia.The larvae have been recorded feeding on Atriplex halimus.
376930	1	 Nudaria margaritacea is a moth of the Arctiidae family. It is found in Tibet and India (Sikkim).
391333	1	 Tingena marcida is a moth of the Oecophoridae family. It is native to New Zealand.
372312	1	 Phyllocnistis signata is a moth of the Gracillariidae family known from Tamil Nadu India. It was described by E. Meyrick in 1915.
375241	1	 Coleoxestia fasciola is a species of beetle in the family Cerambycidae.
369422	1	 The Bignose conger (Rhynchoconger nitens also known as the Needletail conger) is an eel in the family Congridae (conger/garden eels). It was described by David Starr Jordan and Charles Harvey Bollman in 1890. It is a tropical marine eel which is known from the eastern central and southeastern Pacific Ocean including Chile Colombia Costa Rica Ecuador El Salvador Guatemala Honduras Mexico Nicaragua Panama and Peru. It dwells at a depth range of 25-90 metres.
372488	1	 Apisa hildae is a moth of the Arctiidae family. It was described by Kiriakoff in 1961. It is found in Namibia.
375301	1	 The spotwing flying gurnard Dactyloptena macracantha is an unusual looking fish because of its huge pectoral fins. The fish has dark spots and wavy lines on the fins. It has a dull head and a grey or sometimes brown body that is covered with dark brown or black spots. Despite its name the spotwing flying gurnard is not related to the true flyingfish; these are in the family Exocoetidae order Beloniformes.
380345	1	 Gobiodon acicularis the Needlespine Coral Goby is a species of goby native to the western central Pacific Ocean where it is an inhabitant of tropical coral reefs and eelgrass beds from Indonesia to Palau. It grows to a length of 3.9 centimetres (1.5 in) SL.
381134	1	 Chrysallida vanderlindeni is a species of sea snail a marine gastropod mollusk in the family Pyramidellidae the pyrams and their allies. The species is one of multiple known species to exist within the Chrysallida genus of gastropods.
381787	1	 Coleophora cornutella is a moth of the Coleophoridae family. It is found from Fennoscandia to the Pyrenees and the Alps and from France to Romania.The wingspan is 9–10 mm.The larvae feed on Betula pubescens. They feed only on seedlings of less than 50 mm high. They create a bivalved lobe case. The front end is very broad and the rear end strongly narrowed and curved downwards. The length is 7-7.5 mm and the mouth angle is about 30°. Larvae can be found from September to May.
375109	1	 Phrynopus tautzorum is a species of frog in the Leptodactylidae family. It is endemic to Peru.
398884	1	 Charaxes eupale the Common Green Charaxes is a butterfly in the Nymphalidae family. It is found in Senegal Guinea Sierra Leone Liberia Ivory Coast Ghana Togo Nigeria Cameroon Gabon the Republic of Congo the Central African Republic Angola Zambia the Democratic Republic of Congo Uganda Sudan Rwanda Kenya Tanzania and Malawi.
380383	1	 Anthidium weyrauchi is a species of bee in the family Megachilidae the leaf-cutter carder or mason bees.
396555	1	 Munditia suteri is a minute sea snail a marine gastropod mollusc in the family Liotiidae.
371108	1	 Blarinomys breviceps also known as the Brazilian shrew-mouse or the blarinine akodont is a rodent in the tribe Akodontini from the Atlantic Forest of eastern and southeastern Brazil. It is the only species in the genus Blarinomys.
382400	1	 Limatulichthys griseus is the only species of the monotypic genus Limatulichthys a genus of the family Loricariidae of catfish (order Siluriformes).This species is native to Brazil Colombia Ecuador Guyana and Peru where it is widely distributed in the Amazon basin and in the Essequibo River drainage. It is also known from the Tocantins western Orinoco and Parnaíba River basins. L. griseus is a sand dweller.L. griseus reaches a length of 18.0 centimetres (7.1 in) SL.
365769	1	 Stigmella longispina is a moth of the Nepticulidae family. It is found in Tadzhikistan.
381341	1	 Liptena inframacula is a butterfly in the Lycaenidae family. It is found in Cameroon and the Republic of Congo.
379443	1	 The Chestnut-breasted Coronet (Boissonneaua matthewsii) is a species of hummingbird in the Trochilidae family. It is found in humid montane Andean forests in Colombia Ecuador and Peru. It is generally easily recognized by its contrasting rufous underparts.
363011	1	 The Dead Sea Sparrow (Passer moabiticus) as its name suggests is a breeding bird around the River Jordan Dead Sea and into Iraq Iran and western Afghanistan. Breeding recorded in Cyprus (1981/1982) but is probably extinct there now. It is migratory or dispersive although the regular wintering grounds of this nomadic species are largely unknown except that the eastern race winters in Pakistan.
394363	1	 Clionella halistrepta is a species of sea snail a marine gastropod mollusk in the family Clavatulidae.
375247	1	 Conus emaciatus is a species of sea snail a marine gastropod mollusk in the family Conidae the cone snails and their allies.Like all species within the genus Conus these snails are predatory and venomous. They are capable of stinging humans therefore live ones should be handled carefully or not at all.
375888	1	 Parrhasius selika is a moth of the Lycaenidae family. It was described by Hewitson in 1874. It is found in Brazil Bolivia and Venezuela.
395990	1	 Colubraria suduirauti is a species of sea snail a marine gastropod mollusk in the family Colubrariidae.
399827	1	 Cycloramphus duseni is a species of frog in the Leptodactylidae family.It is endemic to Brazil.Its natural habitats are subtropical or tropical moist lowland forests rivers and caves.It is threatened by habitat loss.
361165	1	 The Wattled Crane (Bugeranus carunculatus) is a large bird found in Africa south of the Sahara Desert. It is monotypical for its genus though some authorities place it with other crane species in the genus Grus as Grus carunculata.
380236	1	 The least gerbil Gerbillus pusillus is distributed mainly in southern Sudan southwestern Ethiopia Kenya and Tanzania.
387883	1	 The false jacopever or Cape redfish (Sebastes capensis) is a marine fish belonging to the family Sebastidae. Found only in waters off the western coast of South Africa Tristan da Cunha and southern South America S. capensis lives in depths of 20 to 275 metres (66 to 902 ft). It reaches up to 37 centimetres (15 in) in length and is reddish or brownish with 5-6 pale spots on the upper part of the body. It has extremely prominent eyes. It mainly feeds on mysids.
387696	1	 Eucorys is a genus of large sea snails marine gastropod mollusks in the family Cassidae the helmet snails and bonnet snails.
362407	1	 Phyllonorycter telinella is a moth of the Gracillariidae family. It is known from Spain.The larvae feed on Teline monspessulana. They probably mine the leaves of their host plant.
396876	1	 Marginodostomia is a small genus of very small sea snails pyramidellid gastropod mollusks or micromollusks.
395471	1	 Priodiscus serratus is a species of air-breathing land snail a terrestrial pulmonate gastropod mollusk in the family Streptaxidae.
360151	1	 Cretanaspis lushangfenensis is a species of beetle in the family Mordellidae the only species in the genus Cretanaspis.
384695	1	 The long-nosed Luzon forest mouse (Apomys sacobianus) is a species of rodent in the family Muridae.It is found only in the Philippines.Its natural habitat is subtropical or tropical dry forests.It is threatened by habitat loss.
384496	1	 Eutrypanus mucoreus is a species of longhorn beetles of the subfamily Lamiinae. It was described by Bates in 1872 and is known from eastern Mexico Colombia Venezuela and Ecuador.
388898	1	 Hemistoma beaumonti is a species of minute freshwater snails with an operculum aquatic gastropod molluscs or micromolluscs in the family Hydrobiidae. This species is endemic to Australia.
